INIA La Estanzuela (LE)
Fecha,Heliofanía (Hrs.),Precip. Acumulada (mm),Heliofanía Relativa (%),Rad.Solar (xHelio)cal/cm²,Precip. Efectiva (mm),Llovió (S:1/N:0)
2010-01-01,6.6,0.0,45.8,484.9,0.0,0.0
2010-01-02,12.6,0.0,87.4,726.1,0.0,0.0
2010-01-03,10.1,20.5,70.2,625.8,20.3,1.0
2010-01-04,7.6,5.9,52.9,525.5,5.9,1.0
2010-01-05,11.6,1.6,80.7,685.5,1.6,1.0
2010-01-06,9.8,0.0,68.2,613.8,0.0,0.0
2010-01-07,10.3,0.0,71.8,632.9,0.0,0.0
2010-01-08,13.2,0.0,92.2,750.0,0.0,0.0
2010-01-09,12.1,0.0,84.5,704.6,0.0,0.0
2010-01-10,8.5,8.9,59.5,558.9,8.9,1.0
2010-01-11,12.8,32.5,89.7,733.3,28.2,1.0
2010-01-12,10.1,0.0,70.9,623.4,0.0,0.0
2010-01-13,13.2,0.0,92.7,750.0,0.0,0.0
2010-01-14,13.0,0.0,91.4,740.4,0.0,0.0
2010-01-15,11.0,0.0,77.4,656.8,0.0,0.0
2010-01-16,4.0,0.0,28.2,375.0,0.0,0.0
2010-01-17,12.9,0.0,91.2,733.3,0.0,0.0
2010-01-18,3.8,9.9,26.9,365.4,9.9,1.0
2010-01-19,2.4,0.0,17.0,308.1,0.0,0.0
2010-01-20,12.8,0.0,90.9,723.7,0.0,0.0
2010-01-21,12.9,0.0,91.8,728.5,0.0,0.0
2010-01-22,11.3,0.0,80.5,661.6,0.0,0.0
2010-01-23,10.7,0.0,76.4,637.7,0.0,0.0
2010-01-24,13.0,0.0,93.0,728.5,0.0,0.0
2010-01-25,12.9,0.0,92.4,723.7,0.0,0.0
2010-01-26,12.9,0.0,92.5,721.3,0.0,0.0
2010-01-27,12.9,0.0,92.7,721.3,0.0,0.0
2010-01-28,12.9,0.0,92.9,718.9,0.0,0.0
2010-01-29,12.9,3.7,93.1,718.9,3.7,1.0
2010-01-30,6.7,0.0,48.5,470.5,0.0,0.0
2010-01-31,1.2,8.9,8.7,253.2,8.9,1.0
2010-02-01,10.3,0.0,75.0,613.8,0.0,0.0
2010-02-02,2.0,5.8,14.6,281.8,5.8,1.0
2010-02-03,1.5,73.1,11.0,262.7,43.7,1.0
2010-02-04,1.7,0.0,12.4,269.9,0.0,0.0
2010-02-05,0.0,106.1,0.0,200.6,43.6,1.0
2010-02-06,3.1,0.0,22.8,322.4,0.0,0.0
2010-02-07,2.5,31.6,18.4,298.6,20.2,1.0
2010-02-08,12.0,0.0,88.6,668.8,0.0,0.0
2010-02-09,12.9,0.0,95.1,699.8,0.0,0.0
2010-02-10,10.2,0.0,75.7,592.3,0.0,0.0
2010-02-11,10.5,0.0,78.1,601.9,0.0,0.0
2010-02-12,12.1,3.1,90.2,664.0,3.1,1.0
2010-02-13,5.6,1.2,41.8,410.8,1.2,1.0
2010-02-14,9.5,0.0,71.1,558.9,0.0,0.0
2010-02-15,0.0,3.1,0.0,191.1,3.1,1.0
2010-02-16,3.9,11.0,29.3,339.2,11.0,1.0
2010-02-17,10.6,0.0,79.9,594.7,0.0,0.0
2010-02-18,12.3,0.0,93.0,656.8,0.0,0.0
2010-02-19,5.1,52.5,38.7,382.2,41.4,1.0
2010-02-20,0.4,3.1,3.0,203.0,3.1,1.0
2010-02-21,0.5,0.0,3.8,205.4,0.0,0.0
2010-02-22,0.6,7.2,4.6,207.8,7.2,1.0
2010-02-23,7.3,0.0,56.0,458.6,0.0,0.0
2010-02-24,11.4,0.0,87.7,611.4,0.0,0.0
2010-02-25,12.0,0.0,92.6,630.6,0.0,0.0
2010-02-26,10.7,0.0,82.8,580.4,0.0,0.0
2010-02-27,12.0,0.0,93.0,625.8,0.0,0.0
2010-02-28,11.5,0.0,89.4,604.3,0.0,0.0
2010-03-01,11.7,0.0,91.1,609.1,0.0,0.0
2010-03-02,9.5,2.0,74.1,525.5,2.0,1.0
2010-03-03,1.0,4.0,7.8,212.6,4.0,1.0
2010-03-04,11.6,0.0,90.9,597.1,0.0,0.0
2010-03-05,11.1,0.0,87.2,575.6,0.0,0.0
2010-03-06,11.0,0.0,86.7,570.8,0.0,0.0
2010-03-07,10.1,0.0,79.8,535.0,0.0,0.0
2010-03-08,10.9,0.0,86.4,561.3,0.0,0.0
2010-03-09,6.9,0.2,54.8,415.6,0.2,1.0
2010-03-10,3.7,0.3,29.5,300.9,0.3,1.0
2010-03-11,10.0,0.0,79.9,523.1,0.0,0.0
2010-03-12,9.8,0.0,78.6,513.5,0.0,0.0
2010-03-13,9.7,0.0,78.0,506.4,0.0,0.0
2010-03-14,9.7,0.0,78.2,504.0,0.0,0.0
2010-03-15,11.2,0.0,90.5,554.1,0.0,0.0
2010-03-16,11.1,0.0,90.0,547.0,0.0,0.0
2010-03-17,4.5,20.4,36.6,315.3,20.2,1.0
2010-03-18,3.3,0.0,26.9,272.3,0.0,0.0
2010-03-19,7.6,0.0,62.1,420.4,0.0,0.0
2010-03-20,7.9,0.0,64.8,427.5,0.0,0.0
2010-03-21,0.3,26.6,2.5,164.8,24.8,1.0
2010-03-22,9.4,0.0,77.6,475.3,0.0,0.0
2010-03-23,10.7,0.0,88.5,515.9,0.0,0.0
2010-03-24,10.5,0.0,87.1,506.4,0.0,0.0
2010-03-25,10.9,0.0,90.8,515.9,0.0,0.0
2010-03-26,10.8,0.0,90.2,511.1,0.0,0.0
2010-03-27,9.4,0.0,78.7,461.0,0.0,0.0
2010-03-28,9.7,0.0,81.5,468.1,0.0,0.0
2010-03-29,9.4,0.0,79.1,453.8,0.0,0.0
2010-03-30,7.5,0.0,63.3,389.3,0.0,0.0
2010-03-31,10.2,0.0,86.2,475.3,0.0,0.0
2010-04-01,10.3,0.0,87.2,472.9,0.0,0.0
2010-04-02,0.7,0.9,6.0,164.8,0.9,1.0
2010-04-03,6.1,0.0,52.4,336.8,0.0,0.0
2010-04-04,10.2,0.0,87.8,463.4,0.0,0.0
2010-04-05,10.0,0.0,86.4,453.8,0.0,0.0
2010-04-06,10.6,0.0,91.9,470.5,0.0,0.0
2010-04-07,10.3,0.0,89.5,458.6,0.0,0.0
2010-04-08,7.7,0.0,67.1,375.0,0.0,0.0
2010-04-09,10.0,0.0,87.3,441.9,0.0,0.0
2010-04-10,10.5,0.0,91.9,453.8,0.0,0.0
2010-04-11,10.2,0.0,89.4,441.9,0.0,0.0
2010-04-12,9.0,0.0,79.0,401.3,0.0,0.0
2010-04-13,0.6,34.0,5.3,145.7,30.7,1.0
2010-04-14,0.0,18.5,0.0,126.6,16.5,1.0
2010-04-15,0.0,0.4,0.0,126.6,0.4,1.0
2010-04-16,10.1,0.0,89.8,422.8,0.0,0.0
2010-04-17,0.6,0.0,5.3,140.9,0.0,0.0
2010-04-18,9.9,26.3,88.6,410.8,23.7,1.0
2010-04-19,6.6,0.0,59.2,312.9,0.0,0.0
2010-04-20,2.7,0.0,24.3,198.2,0.0,0.0
2010-04-21,9.7,0.0,87.5,398.9,0.0,0.0
2010-04-22,8.4,0.0,76.0,358.3,0.0,0.0
2010-04-23,10.1,0.0,91.7,403.6,0.0,0.0
2010-04-24,1.3,0.0,11.8,152.9,0.0,0.0
2010-04-25,6.1,0.0,55.9,286.6,0.0,0.0
2010-04-26,9.6,0.0,88.2,382.2,0.0,0.0
2010-04-27,8.0,0.0,73.7,334.4,0.0,0.0
2010-04-28,8.6,0.0,79.4,348.7,0.0,0.0
2010-04-29,7.0,0.0,64.9,303.3,0.0,0.0
2010-04-30,9.6,0.0,89.3,370.2,0.0,0.0
2010-05-01,9.8,0.0,91.3,372.6,0.0,0.0
2010-05-02,4.0,0.0,37.4,215.0,0.0,0.0
2010-05-03,0.0,0.0,0.0,107.5,0.0,0.0
2010-05-04,0.0,0.0,0.0,105.1,0.0,0.0
2010-05-05,1.7,0.5,16.0,148.1,0.5,1.0
2010-05-06,0.0,0.0,0.0,102.7,0.0,0.0
2010-05-07,9.4,0.0,88.8,343.9,0.0,0.0
2010-05-08,9.7,0.0,91.9,351.1,0.0,0.0
2010-05-09,9.7,0.0,92.1,348.7,0.0,0.0
2010-05-10,9.5,0.0,90.5,341.5,0.0,0.0
2010-05-11,0.0,0.0,0.0,100.3,0.0,0.0
2010-05-12,8.7,0.0,83.3,317.7,0.0,0.0
2010-05-13,5.4,0.0,51.8,234.1,0.0,0.0
2010-05-14,7.7,0.0,74.1,289.0,0.0,0.0
2010-05-15,2.2,0.5,21.2,150.5,0.5,1.0
2010-05-16,9.1,0.0,88.0,320.1,0.0,0.0
2010-05-17,3.5,0.0,33.9,181.5,0.0,0.0
2010-05-18,2.0,0.0,19.4,143.3,0.0,0.0
2010-05-19,0.4,0.1,3.9,102.7,0.1,1.0
2010-05-20,0.9,0.6,8.8,114.6,0.6,1.0
2010-05-21,3.4,0.3,33.2,174.4,0.3,1.0
2010-05-22,0.6,0.0,5.9,105.1,0.0,0.0
2010-05-23,0.8,60.4,7.9,109.9,46.0,1.0
2010-05-24,1.3,8.7,12.8,119.4,8.7,1.0
2010-05-25,7.5,0.0,73.9,265.1,0.0,0.0
2010-05-26,8.0,0.0,79.0,274.7,0.0,0.0
2010-05-27,3.9,0.0,38.6,176.7,0.0,0.0
2010-05-28,1.8,11.1,17.8,129.0,11.1,1.0
2010-05-29,0.0,29.6,0.0,86.0,24.1,1.0
2010-05-30,4.6,0.0,45.7,188.7,0.0,0.0
2010-05-31,1.6,0.0,15.9,121.8,0.0,0.0
2010-06-01,9.0,0.0,89.7,286.6,0.0,0.0
2010-06-02,8.7,0.0,86.9,279.4,0.0,0.0
2010-06-03,7.3,0.4,73.1,248.4,0.4,1.0
2010-06-04,3.0,0.0,30.1,150.5,0.0,0.0
2010-06-05,9.4,0.0,94.4,293.8,0.0,0.0
2010-06-06,9.5,0.0,95.5,296.2,0.0,0.0
2010-06-07,8.7,0.0,87.5,277.1,0.0,0.0
2010-06-08,8.7,0.0,87.6,277.1,0.0,0.0
2010-06-09,4.9,0.0,49.4,191.1,0.0,0.0
2010-06-10,8.0,0.0,80.7,260.3,0.0,0.0
2010-06-11,8.5,0.0,85.9,269.9,0.0,0.0
2010-06-12,0.0,17.3,0.0,81.2,17.2,1.0
2010-06-13,0.0,0.4,0.0,81.2,0.4,1.0
2010-06-14,0.0,27.7,0.0,81.2,24.7,1.0
2010-06-15,6.7,0.0,67.9,226.9,0.0,0.0
2010-06-16,7.2,0.0,73.0,238.8,0.0,0.0
2010-06-17,8.5,0.0,86.2,265.1,0.0,0.0
2010-06-18,0.0,0.0,0.0,81.2,0.0,0.0
2010-06-19,7.9,0.0,80.1,250.8,0.0,0.0
2010-06-20,8.8,0.0,89.3,269.9,0.0,0.0
2010-06-21,6.1,0.0,61.9,210.2,0.0,0.0
2010-06-22,8.8,0.0,89.3,267.5,0.0,0.0
2010-06-23,7.3,0.0,74.1,234.1,0.0,0.0
2010-06-24,8.3,0.0,84.3,258.0,0.0,0.0
2010-06-25,5.9,0.0,59.8,205.4,0.0,0.0
2010-06-26,1.8,20.0,18.3,119.4,19.8,1.0
2010-06-27,0.0,0.8,0.0,78.8,0.8,1.0
2010-06-28,8.9,0.0,90.2,272.3,0.0,0.0
2010-06-29,7.2,2.1,72.9,236.5,2.1,1.0
2010-06-30,3.9,0.2,39.5,164.8,0.2,1.0
2010-07-01,0.3,0.2,3.0,88.4,0.2,1.0
2010-07-02,7.0,0.0,70.7,234.1,0.0,0.0
2010-07-03,7.5,0.0,75.8,246.0,0.0,0.0
2010-07-04,4.8,0.0,48.4,186.3,0.0,0.0
2010-07-05,0.4,0.0,4.0,90.8,0.0,0.0
2010-07-06,2.8,8.4,28.2,143.3,8.4,1.0
2010-07-07,2.7,0.1,27.2,143.3,0.1,1.0
2010-07-08,9.3,0.0,93.7,289.0,0.0,0.0
2010-07-09,9.3,0.0,93.5,291.4,0.0,0.0
2010-07-10,8.6,0.0,86.3,274.7,0.0,0.0
2010-07-11,0.3,2.0,3.0,90.8,2.0,1.0
2010-07-12,5.3,0.0,53.0,203.0,0.0,0.0
2010-07-13,4.3,0.0,42.9,181.5,0.0,0.0
2010-07-14,3.9,0.0,38.8,172.0,0.0,0.0
2010-07-15,8.8,0.0,87.5,281.8,0.0,0.0
2010-07-16,8.9,0.0,88.3,284.2,0.0,0.0
2010-07-17,7.0,12.5,69.4,243.6,12.3,1.0
2010-07-18,0.0,31.1,0.0,86.0,27.2,1.0
2010-07-19,0.0,3.5,0.0,86.0,3.5,1.0
2010-07-20,9.3,0.0,91.8,303.3,0.0,0.0
2010-07-21,9.0,0.0,88.7,296.2,0.0,0.0
2010-07-22,4.8,0.0,47.2,200.6,0.0,0.0
2010-07-23,8.8,0.0,86.4,296.2,0.0,0.0
2010-07-24,5.8,0.0,56.8,226.9,0.0,0.0
2010-07-25,0.0,4.6,0.0,90.8,4.6,1.0
2010-07-26,7.0,0.0,68.3,258.0,0.0,0.0
2010-07-27,9.4,0.0,91.4,317.7,0.0,0.0
2010-07-28,7.7,0.0,74.8,279.4,0.0,0.0
2010-07-29,8.6,14.8,83.3,300.9,14.7,1.0
2010-07-30,9.6,39.6,92.7,327.2,30.4,1.0
2010-07-31,0.0,0.0,0.0,95.5,0.0,0.0
2010-08-01,9.2,0.0,88.2,320.1,0.0,0.0
2010-08-02,9.4,0.0,89.9,327.2,0.0,0.0
2010-08-03,8.3,0.5,79.2,303.3,0.5,1.0
2010-08-04,8.6,0.2,81.9,310.5,0.2,1.0
2010-08-05,4.5,0.0,42.8,210.2,0.0,0.0
2010-08-06,9.3,0.0,88.2,332.0,0.0,0.0
2010-08-07,6.4,0.0,60.6,260.3,0.0,0.0
2010-08-08,6.7,0.0,63.3,269.9,0.0,0.0
2010-08-09,9.9,0.0,93.1,353.5,0.0,0.0
2010-08-10,9.6,0.0,90.1,348.7,0.0,0.0
2010-08-11,5.0,8.8,46.8,231.7,8.8,1.0
2010-08-12,8.0,0.6,74.6,312.9,0.6,1.0
2010-08-13,0.0,0.0,0.0,105.1,0.0,0.0
2010-08-14,9.7,0.4,90.0,363.0,0.4,1.0
2010-08-15,9.0,0.0,83.3,346.3,0.0,0.0
2010-08-16,5.9,0.0,54.4,265.1,0.0,0.0
2010-08-17,6.0,0.0,55.1,269.9,0.0,0.0
2010-08-18,0.0,1.1,0.0,109.9,1.1,1.0
2010-08-19,10.1,0.0,92.3,386.9,0.0,0.0
2010-08-20,10.3,0.0,93.8,394.1,0.0,0.0
2010-08-21,8.5,0.0,77.2,348.7,0.0,0.0
2010-08-22,4.3,0.0,38.9,234.1,0.0,0.0
2010-08-23,2.4,0.0,21.7,183.9,0.0,0.0
2010-08-24,10.4,0.0,93.8,408.4,0.0,0.0
2010-08-25,9.0,0.0,81.0,372.6,0.0,0.0
2010-08-26,5.3,0.0,47.6,269.9,0.0,0.0
2010-08-27,5.7,0.0,51.1,284.2,0.0,0.0
2010-08-28,1.3,0.0,11.6,157.6,0.0,0.0
2010-08-29,7.8,7.8,69.5,348.7,7.8,1.0
2010-08-30,3.8,0.2,33.7,234.1,0.2,1.0
2010-08-31,0.0,25.0,0.0,124.2,24.6,1.0
2010-09-01,0.0,11.5,0.0,124.2,11.5,1.0
2010-09-02,0.0,42.3,0.0,126.6,29.9,1.0
2010-09-03,0.0,1.9,0.0,126.6,1.9,1.0
2010-09-04,4.1,0.3,35.8,253.2,0.3,1.0
2010-09-05,10.7,0.0,93.2,453.8,0.0,0.0
2010-09-06,10.7,0.0,93.0,456.2,0.0,0.0
2010-09-07,10.6,0.0,91.8,456.2,0.0,0.0
2010-09-08,9.5,0.0,82.0,425.1,0.0,0.0
2010-09-09,8.3,0.0,71.4,391.7,0.0,0.0
2010-09-10,4.8,6.7,41.2,284.2,6.7,1.0
2010-09-11,0.2,0.0,1.7,143.3,0.0,0.0
2010-09-12,0.0,1.4,0.0,138.5,1.4,1.0
2010-09-13,0.0,26.3,0.0,138.5,24.5,1.0
2010-09-14,4.1,0.0,34.7,272.3,0.0,0.0
2010-09-15,4.3,0.0,36.3,279.4,0.0,0.0
2010-09-16,6.0,0.0,50.5,336.8,0.0,0.0
2010-09-17,11.0,0.0,92.4,499.2,0.0,0.0
2010-09-18,10.7,0.0,89.5,492.0,0.0,0.0
2010-09-19,8.4,0.0,70.1,420.4,0.0,0.0
2010-09-20,4.2,1.5,34.9,286.6,1.5,1.0
2010-09-21,0.4,0.0,3.3,162.4,0.0,0.0
2010-09-22,3.1,0.0,25.6,253.2,0.0,0.0
2010-09-23,10.5,0.0,86.6,501.6,0.0,0.0
2010-09-24,8.1,0.0,66.7,425.1,0.0,0.0
2010-09-25,9.4,0.0,77.1,470.5,0.0,0.0
2010-09-26,11.0,0.0,89.9,525.5,0.0,0.0
2010-09-27,9.5,0.0,77.4,477.7,0.0,0.0
2010-09-28,0.3,9.9,2.4,167.2,9.9,1.0
2010-09-29,0.5,1.0,4.1,174.4,1.0,1.0
2010-09-30,5.6,0.0,45.2,351.1,0.0,0.0
2010-10-01,5.5,0.0,44.3,351.1,0.0,0.0
2010-10-02,11.0,0.0,88.4,542.2,0.0,0.0
2010-10-03,11.4,0.0,91.4,558.9,0.0,0.0
2010-10-04,11.1,0.0,88.8,551.7,0.0,0.0
2010-10-05,11.2,0.0,89.4,558.9,0.0,0.0
2010-10-06,2.7,7.6,21.5,262.7,7.6,1.0
2010-10-07,0.7,5.2,5.6,193.5,5.2,1.0
2010-10-08,6.8,0.0,53.9,410.8,0.0,0.0
2010-10-09,10.0,0.0,79.1,527.8,0.0,0.0
2010-10-10,11.3,0.0,89.0,575.6,0.0,0.0
2010-10-11,11.2,0.0,87.9,575.6,0.0,0.0
2010-10-12,11.6,0.0,90.6,592.3,0.0,0.0
2010-10-13,8.0,9.8,62.3,463.4,9.8,1.0
2010-10-14,0.0,4.8,0.0,174.4,4.8,1.0
2010-10-15,0.1,0.1,0.8,179.1,0.1,1.0
2010-10-16,11.2,0.0,86.5,587.6,0.0,0.0
2010-10-17,10.8,0.0,83.2,575.6,0.0,0.0
2010-10-18,11.2,0.0,86.1,592.3,0.0,0.0
2010-10-19,11.7,0.0,89.7,613.8,0.0,0.0
2010-10-20,11.1,0.0,84.9,592.3,0.0,0.0
2010-10-21,5.0,0.0,38.1,367.8,0.0,0.0
2010-10-22,6.7,0.0,51.0,432.3,0.0,0.0
2010-10-23,10.1,0.0,76.7,561.3,0.0,0.0
2010-10-24,7.2,0.0,54.5,456.2,0.0,0.0
2010-10-25,8.5,0.0,64.2,506.4,0.0,0.0
2010-10-26,10.2,0.0,76.9,570.8,0.0,0.0
2010-10-27,6.7,0.0,50.3,441.9,0.0,0.0
2010-10-28,5.5,0.0,41.2,396.5,0.0,0.0
2010-10-29,2.5,15.4,18.7,284.2,15.3,1.0
2010-10-30,11.7,0.0,87.3,635.3,0.0,0.0
2010-10-31,8.0,0.0,59.6,496.8,0.0,0.0
2010-11-01,11.7,0.0,86.9,640.1,0.0,0.0
2010-11-02,12.5,0.0,92.6,673.5,0.0,0.0
2010-11-03,10.9,3.4,80.6,613.8,3.4,1.0
2010-11-04,0.2,0.0,1.5,203.0,0.0,0.0
2010-11-05,12.5,0.0,92.0,680.7,0.0,0.0
2010-11-06,12.4,0.0,91.1,678.3,0.0,0.0
2010-11-07,12.5,0.0,91.6,683.1,0.0,0.0
2010-11-08,0.0,21.6,0.0,200.6,21.4,1.0
2010-11-09,8.8,0.0,64.2,544.6,0.0,0.0
2010-11-10,12.5,0.0,91.0,690.3,0.0,0.0
2010-11-11,12.0,0.0,87.2,671.2,0.0,0.0
2010-11-12,12.7,0.0,92.1,699.8,0.0,0.0
2010-11-13,12.6,0.0,91.2,697.4,0.0,0.0
2010-11-14,9.3,0.0,67.1,568.5,0.0,0.0
2010-11-15,7.2,0.0,51.9,487.2,0.0,0.0
2010-11-16,7.2,0.0,51.8,487.2,0.0,0.0
2010-11-17,9.2,0.0,65.9,568.5,0.0,0.0
2010-11-18,10.7,0.0,76.4,628.2,0.0,0.0
2010-11-19,6.8,0.0,48.6,475.3,0.0,0.0
2010-11-20,5.7,0.0,40.6,432.3,0.0,0.0
2010-11-21,10.7,0.0,76.2,630.6,0.0,0.0
2010-11-22,7.7,0.0,54.7,513.5,0.0,0.0
2010-11-23,11.0,0.0,78.0,644.9,0.0,0.0
2010-11-24,12.9,0.0,91.4,723.7,0.0,0.0
2010-11-25,13.0,0.0,91.9,728.5,0.0,0.0
2010-11-26,9.9,0.0,69.9,606.7,0.0,0.0
2010-11-27,0.0,0.0,0.0,212.6,0.0,0.0
2010-11-28,11.7,0.0,82.4,680.7,0.0,0.0
2010-11-29,12.3,0.0,86.5,707.0,0.0,0.0
2010-11-30,7.2,0.4,50.6,504.0,0.4,1.0
2010-12-01,12.5,0.0,87.6,716.5,0.0,0.0
2010-12-02,8.6,0.0,60.2,561.3,0.0,0.0
2010-12-03,12.5,0.0,87.5,716.5,0.0,0.0
2010-12-04,5.2,0.0,36.4,425.1,0.0,0.0
2010-12-05,12.4,0.0,86.6,714.1,0.0,0.0
2010-12-06,12.8,0.0,89.3,730.9,0.0,0.0
2010-12-07,8.3,0.0,57.8,549.3,0.0,0.0
2010-12-08,12.3,0.0,85.6,711.8,0.0,0.0
2010-12-09,7.1,0.0,49.4,501.6,0.0,0.0
2010-12-10,4.2,9.0,29.2,386.9,9.0,1.0
2010-12-11,8.8,8.2,61.2,570.8,8.2,1.0
2010-12-12,4.6,0.3,31.9,403.6,0.3,1.0
2010-12-13,12.7,0.0,88.1,728.5,0.0,0.0
2010-12-14,12.3,0.0,85.2,714.1,0.0,0.0
2010-12-15,12.8,0.0,88.6,733.3,0.0,0.0
2010-12-16,12.8,0.0,88.6,735.6,0.0,0.0
2010-12-17,11.2,6.3,77.6,671.2,6.3,1.0
2010-12-18,0.2,0.0,1.4,226.9,0.0,0.0
2010-12-19,6.4,0.0,44.3,477.7,0.0,0.0
2010-12-20,12.6,0.0,87.2,730.9,0.0,0.0
2010-12-21,13.4,0.0,92.7,764.3,0.0,0.0
2010-12-22,13.3,0.0,92.0,759.5,0.0,0.0
2010-12-23,12.4,0.0,85.8,723.7,0.0,0.0
2010-12-24,11.4,0.0,78.8,683.1,0.0,0.0
2010-12-25,13.0,0.0,89.9,747.6,0.0,0.0
2010-12-26,13.0,0.0,89.9,745.2,0.0,0.0
2010-12-27,13.2,0.0,91.3,754.8,0.0,0.0
2010-12-28,13.0,0.0,90.0,745.2,0.0,0.0
2010-12-29,7.2,0.0,49.9,511.1,0.0,0.0
2010-12-30,13.1,0.0,90.8,747.6,0.0,0.0
2010-12-31,13.1,0.0,90.8,747.6,0.0,0.0
2011-01-01,13.1,0.0,90.9,747.6,0.0,0.0
2011-01-02,7.2,0.7,49.9,508.7,0.7,1.0
2011-01-03,10.2,0.0,70.9,630.6,0.0,0.0
2011-01-04,3.0,8.2,20.9,339.2,8.2,1.0
2011-01-05,7.5,0.0,52.2,520.7,0.0,0.0
2011-01-06,13.1,0.0,91.2,745.2,0.0,0.0
2011-01-07,10.4,0.0,72.5,637.7,0.0,0.0
2011-01-08,9.5,0.0,66.3,599.5,0.0,0.0
2011-01-09,12.8,0.0,89.5,733.3,0.0,0.0
2011-01-10,9.5,0.5,66.5,599.5,0.5,1.0
2011-01-11,0.0,10.7,0.0,217.3,10.7,1.0
2011-01-12,9.6,0.0,67.4,604.3,0.0,0.0
2011-01-13,12.8,0.0,89.9,733.3,0.0,0.0
2011-01-14,11.6,0.0,81.5,683.1,0.0,0.0
2011-01-15,12.2,0.0,85.8,707.0,0.0,0.0
2011-01-16,7.3,9.2,51.5,508.7,9.2,1.0
2011-01-17,12.6,0.0,89.0,721.3,0.0,0.0
2011-01-18,13.1,0.0,92.8,740.4,0.0,0.0
2011-01-19,1.5,21.4,10.6,272.3,21.2,1.0
2011-01-20,13.1,0.0,93.0,735.6,0.0,0.0
2011-01-21,13.1,0.0,93.2,735.6,0.0,0.0
2011-01-22,12.9,0.0,91.9,726.1,0.0,0.0
2011-01-23,12.8,0.0,91.4,721.3,0.0,0.0
2011-01-24,12.2,0.0,87.3,695.0,0.0,0.0
2011-01-25,6.7,18.6,48.0,475.3,18.4,1.0
2011-01-26,3.7,1.0,26.5,355.9,1.0,1.0
2011-01-27,9.2,0.0,66.1,573.2,0.0,0.0
2011-01-28,10.1,0.0,72.8,609.1,0.0,0.0
2011-01-29,12.7,0.0,91.6,709.4,0.0,0.0
2011-01-30,10.6,5.8,76.7,625.8,5.8,1.0
2011-01-31,5.8,0.3,42.1,434.7,0.3,1.0
2011-02-01,12.6,0.0,91.7,704.6,0.0,0.0
2011-02-02,12.8,0.0,93.4,711.8,0.0,0.0
2011-02-03,12.6,0.0,92.0,702.2,0.0,0.0
2011-02-04,12.7,0.0,93.0,704.6,0.0,0.0
2011-02-05,12.1,0.0,88.8,678.3,0.0,0.0
2011-02-06,12.4,0.0,91.2,687.9,0.0,0.0
2011-02-07,2.0,8.6,14.7,277.1,8.6,1.0
2011-02-08,0.0,2.7,0.0,198.2,2.7,1.0
2011-02-09,3.2,1.8,23.7,322.4,1.8,1.0
2011-02-10,11.2,0.0,83.1,632.9,0.0,0.0
2011-02-11,12.0,0.0,89.2,661.6,0.0,0.0
2011-02-12,11.2,0.0,83.5,628.2,0.0,0.0
2011-02-13,11.8,0.0,88.1,649.7,0.0,0.0
2011-02-14,12.6,0.0,94.3,678.3,0.0,0.0
2011-02-15,12.6,0.0,94.5,675.9,0.0,0.0
2011-02-16,12.5,0.0,94.0,668.8,0.0,0.0
2011-02-17,11.2,0.0,84.4,616.2,0.0,0.0
2011-02-18,4.8,61.0,36.3,372.6,46.3,1.0
2011-02-19,1.1,0.0,8.4,229.3,0.0,0.0
2011-02-20,11.0,0.0,83.8,604.3,0.0,0.0
2011-02-21,11.8,0.0,90.1,632.9,0.0,0.0
2011-02-22,10.6,0.0,81.2,585.2,0.0,0.0
2011-02-23,0.5,4.1,3.8,203.0,4.1,1.0
2011-02-24,9.9,3.1,76.2,554.1,3.1,1.0
2011-02-25,9.9,0.0,76.4,551.7,0.0,0.0
2011-02-26,11.8,0.0,91.3,621.0,0.0,0.0
2011-02-27,12.0,0.0,93.0,625.8,0.0,0.0
2011-02-28,10.6,0.0,82.4,570.8,0.0,0.0
2011-03-01,11.6,0.0,90.3,606.7,0.0,0.0
2011-03-02,11.6,0.0,90.5,601.9,0.0,0.0
2011-03-03,11.5,0.0,89.9,597.1,0.0,0.0
2011-03-04,11.2,0.0,87.8,582.8,0.0,0.0
2011-03-05,9.5,0.0,74.6,518.3,0.0,0.0
2011-03-06,8.2,0.0,64.6,468.1,0.0,0.0
2011-03-07,6.3,0.0,49.8,398.9,0.0,0.0
2011-03-08,10.1,0.0,80.0,532.6,0.0,0.0
2011-03-09,9.7,0.0,77.1,515.9,0.0,0.0
2011-03-10,9.7,0.0,77.4,513.5,0.0,0.0
2011-03-11,10.5,0.0,83.9,539.8,0.0,0.0
2011-03-12,4.1,13.0,32.9,310.5,12.8,1.0
2011-03-13,11.1,0.0,89.2,556.5,0.0,0.0
2011-03-14,11.2,0.0,90.2,556.5,0.0,0.0
2011-03-15,11.2,0.4,90.5,554.1,0.4,1.0
2011-03-16,9.3,0.9,75.4,484.9,0.9,1.0
2011-03-17,7.2,0.4,58.5,410.8,0.4,1.0
2011-03-18,10.8,0.0,88.0,532.6,0.0,0.0
2011-03-19,11.1,0.0,90.8,539.8,0.0,0.0
2011-03-20,11.2,0.0,91.8,539.8,0.0,0.0
2011-03-21,11.2,0.0,92.1,537.4,0.0,0.0
2011-03-22,10.7,12.5,88.3,518.3,12.3,1.0
2011-03-23,0.0,9.8,0.0,152.9,9.8,1.0
2011-03-24,10.9,0.0,90.5,518.3,0.0,0.0
