INIA La Estanzuela (LE)
Fecha,Heliofanía (Hrs.),Precip. Acumulada (mm),Heliofanía Relativa (%),Rad.Solar (xHelio)cal/cm²,Precip. Efectiva (mm),Llovió (S:1/N:0)
2013-11-20,0.4,0.1,2.9,224.5,0.1,1.0
2013-11-21,8.8,0.0,62.6,556.5,0.0,0.0
2013-11-22,12.7,0.0,90.2,711.8,0.0,0.0
2013-11-23,12.1,0.0,85.8,690.3,0.0,0.0
2013-11-24,12.0,0.0,85.0,687.9,0.0,0.0
2013-11-25,0.4,0.3,2.8,226.9,0.3,1.0
2013-11-26,0.0,18.1,0.0,212.6,17.9,1.0
2013-11-27,0.2,2.9,1.4,219.7,2.9,1.0
2013-11-28,12.9,0.0,90.8,728.5,0.0,0.0
2013-11-29,12.8,0.0,90.0,726.1,0.0,0.0
2013-11-30,10.2,0.6,71.6,623.4,0.6,1.0
2013-12-01,11.5,0.0,80.6,675.9,0.0,0.0
2013-12-02,12.2,1.0,85.4,704.6,1.0,1.0
2013-12-03,12.2,0.0,85.4,704.6,0.0,0.0
2013-12-04,13.1,0.0,91.6,742.8,0.0,0.0
2013-12-05,13.1,0.0,91.5,742.8,0.0,0.0
2013-12-06,13.0,0.0,90.7,738.0,0.0,0.0
2013-12-07,13.1,0.0,91.2,742.8,0.0,0.0
2013-12-08,5.7,4.7,39.7,446.6,4.7,1.0
2013-12-09,7.0,0.0,48.7,499.2,0.0,0.0
2013-12-10,8.9,0.0,61.8,575.6,0.0,0.0
2013-12-11,13.1,0.0,91.0,745.2,0.0,0.0
2013-12-12,9.4,0.0,65.2,597.1,0.0,0.0
2013-12-13,13.2,0.0,91.5,750.0,0.0,0.0
2013-12-14,12.3,0.0,85.2,714.1,0.0,0.0
2013-12-15,9.2,0.4,63.7,589.9,0.4,1.0
2013-12-16,10.7,0.0,74.1,649.7,0.0,0.0
2013-12-17,11.2,0.8,77.6,671.2,0.8,1.0
2013-12-18,8.2,0.0,56.8,551.7,0.0,0.0
2013-12-19,13.3,0.0,92.1,757.1,0.0,0.0
2013-12-20,13.4,0.0,92.7,761.9,0.0,0.0
2013-12-21,13.4,0.0,92.7,764.3,0.0,0.0
2013-12-22,13.4,0.0,92.7,764.3,0.0,0.0
2013-12-23,13.4,0.0,92.7,764.3,0.0,0.0
2013-12-24,13.4,0.0,92.7,764.3,0.0,0.0
2013-12-25,13.1,0.0,90.6,750.0,0.0,0.0
2013-12-26,8.0,0.0,55.3,544.6,0.0,0.0
2013-12-27,7.1,0.0,49.1,506.4,0.0,0.0
2013-12-28,9.0,0.0,62.3,582.8,0.0,0.0
2013-12-29,6.7,0.0,46.4,489.6,0.0,0.0
2013-12-30,12.7,3.7,88.0,733.3,3.7,1.0
2013-12-31,2.6,0.0,18.0,324.8,0.0,0.0
2014-01-01,12.2,10.5,84.7,711.8,10.5,1.0
2014-01-02,2.4,12.3,16.6,315.3,12.3,1.0
2014-01-03,13.9,0.0,96.6,778.6,0.0,0.0
2014-01-04,13.5,0.0,93.9,761.9,0.0,0.0
2014-01-05,13.4,0.0,93.2,757.1,0.0,0.0
2014-01-06,13.4,31.2,93.3,757.1,27.3,1.0
2014-01-07,0.6,7.5,4.2,241.2,7.5,1.0
2014-01-08,12.3,0.0,85.9,714.1,0.0,0.0
2014-01-09,9.0,15.2,62.9,580.4,15.1,1.0
2014-01-10,7.3,0.0,51.1,511.1,0.0,0.0
2014-01-11,11.4,0.0,79.9,675.9,0.0,0.0
2014-01-12,13.2,0.0,92.6,750.0,0.0,0.0
2014-01-13,12.7,0.0,89.2,728.5,0.0,0.0
2014-01-14,11.0,0.0,77.3,659.2,0.0,0.0
2014-01-15,12.9,0.0,90.7,733.3,0.0,0.0
2014-01-16,13.0,0.0,91.7,738.0,0.0,0.0
2014-01-17,12.1,0.0,85.5,699.8,0.0,0.0
2014-01-18,11.8,0.0,83.6,687.9,0.0,0.0
2014-01-19,11.8,0.0,83.7,685.5,0.0,0.0
2014-01-20,9.3,0.8,66.1,585.2,0.8,1.0
2014-01-21,3.5,29.0,24.9,351.1,26.7,1.0
2014-01-22,4.3,0.0,30.6,382.2,0.0,0.0
2014-01-23,9.6,62.5,68.5,592.3,39.5,1.0
2014-01-24,1.8,1.5,12.9,281.8,1.5,1.0
2014-01-25,9.2,0.0,65.9,575.6,0.0,0.0
2014-01-26,11.5,0.0,82.5,666.4,0.0,0.0
2014-01-27,6.8,9.5,48.9,477.7,9.5,1.0
2014-01-28,1.1,13.9,7.9,250.8,13.9,1.0
2014-01-29,2.6,0.0,18.8,308.1,0.0,0.0
2014-01-30,10.1,0.0,73.1,606.7,0.0,0.0
2014-01-31,10.1,1.7,73.3,606.7,1.7,1.0
2014-02-01,0.9,37.6,6.6,238.8,31.8,1.0
2014-02-02,1.2,17.8,8.8,250.8,16.0,1.0
2014-02-03,1.7,3.9,12.4,269.9,3.9,1.0
2014-02-04,8.6,0.0,63.0,542.2,0.0,0.0
2014-02-05,6.6,62.3,48.4,461.0,39.4,1.0
2014-02-06,0.0,28.3,0.0,200.6,18.7,1.0
2014-02-07,2.8,9.6,20.6,310.5,9.6,1.0
2014-02-08,10.0,63.2,73.9,589.9,32.5,1.0
2014-02-09,1.7,0.0,12.6,265.1,0.0,0.0
2014-02-10,1.1,0.0,8.2,238.8,0.0,0.0
2014-02-11,4.9,16.3,36.4,386.9,14.9,1.0
2014-02-12,10.7,0.0,79.7,609.1,0.0,0.0
2014-02-13,11.3,0.0,84.4,630.6,0.0,0.0
2014-02-14,11.5,0.0,86.1,635.3,0.0,0.0
2014-02-15,7.9,0.0,59.3,494.4,0.0,0.0
2014-02-16,11.9,0.0,89.5,644.9,0.0,0.0
2014-02-17,8.1,0.0,61.0,499.2,0.0,0.0
2014-02-18,9.9,38.6,74.9,566.1,32.4,1.0
2014-02-19,0.6,0.0,4.6,210.2,0.0,0.0
2014-02-20,10.1,0.0,76.9,570.8,0.0,0.0
2014-02-21,6.4,0.0,48.9,427.5,0.0,0.0
2014-02-22,0.9,0.3,6.9,219.7,0.3,1.0
2014-02-23,10.7,0.0,82.1,587.6,0.0,0.0
2014-02-24,11.7,1.5,90.0,621.0,1.5,1.0
2014-02-25,5.2,18.3,40.1,377.4,18.1,1.0
2014-02-26,2.6,2.0,20.1,277.1,2.0,1.0
2014-02-27,7.5,0.0,58.1,458.6,0.0,0.0
2014-02-28,2.9,1.5,22.5,286.6,1.5,1.0
2014-03-01,8.7,0.0,67.7,499.2,0.0,0.0
2014-03-02,11.7,0.0,91.3,606.7,0.0,0.0
2014-03-03,3.3,14.5,25.8,296.2,14.4,1.0
2014-03-04,8.0,2.3,62.7,465.7,2.3,1.0
2014-03-05,7.5,0.0,58.9,446.6,0.0,0.0
2014-03-06,4.9,0.0,38.6,348.7,0.0,0.0
2014-03-07,10.9,0.0,86.2,563.7,0.0,0.0
2014-03-08,10.9,0.0,86.4,561.3,0.0,0.0
2014-03-09,5.3,4.8,42.1,358.3,4.8,1.0
2014-03-10,10.4,0.0,82.9,539.8,0.0,0.0
2014-03-11,11.2,0.0,89.5,563.7,0.0,0.0
2014-03-12,11.1,0.0,89.0,558.9,0.0,0.0
2014-03-13,11.0,0.0,88.4,551.7,0.0,0.0
2014-03-14,1.5,71.8,12.1,215.0,47.1,1.0
2014-03-15,10.6,0.0,85.6,532.6,0.0,0.0
2014-03-16,8.5,0.0,68.9,458.6,0.0,0.0
2014-03-17,11.2,0.0,91.0,549.3,0.0,0.0
2014-03-18,7.7,1.9,62.8,425.1,1.9,1.0
2014-03-19,4.5,0.0,36.8,312.9,0.0,0.0
2014-03-20,2.3,0.0,18.9,236.5,0.0,0.0
2014-03-21,7.0,0.2,57.6,394.1,0.2,1.0
2014-03-22,10.5,0.0,86.6,511.1,0.0,0.0
2014-03-23,10.9,0.0,90.2,523.1,0.0,0.0
2014-03-24,10.9,0.0,90.5,518.3,0.0,0.0
2014-03-25,10.4,0.0,86.6,499.2,0.0,0.0
2014-03-26,0.5,0.1,4.2,167.2,0.1,1.0
2014-03-27,2.2,9.9,18.4,222.1,9.9,1.0
2014-03-28,10.0,0.0,84.0,477.7,0.0,0.0
2014-03-29,9.9,11.0,83.3,470.5,11.0,1.0
2014-03-30,0.0,25.5,0.0,145.7,23.1,1.0
2014-03-31,10.6,0.0,89.6,487.2,0.0,0.0
2014-04-01,9.9,0.0,83.8,461.0,0.0,0.0
2014-04-02,4.6,0.0,39.3,289.0,0.0,0.0
2014-04-03,7.1,0.0,60.9,367.8,0.0,0.0
2014-04-04,7.9,0.0,68.0,391.7,0.0,0.0
2014-04-05,0.0,4.7,0.0,138.5,4.7,1.0
2014-04-06,0.0,0.0,0.0,136.1,0.0,0.0
2014-04-07,0.0,36.9,0.0,136.1,31.3,1.0
2014-04-08,4.6,3.1,40.1,277.1,3.1,1.0
2014-04-09,10.3,0.0,90.0,451.4,0.0,0.0
2014-04-10,5.0,0.0,43.8,284.2,0.0,0.0
2014-04-11,5.8,1.3,50.8,308.1,1.3,1.0
2014-04-12,7.2,0.0,63.2,346.3,0.0,0.0
2014-04-13,5.0,0.0,44.1,279.4,0.0,0.0
2014-04-14,9.1,0.0,80.4,398.9,0.0,0.0
2014-04-15,10.4,0.0,92.1,434.7,0.0,0.0
2014-04-16,10.6,0.0,94.2,437.1,0.0,0.0
2014-04-17,5.2,0.0,46.3,277.1,0.0,0.0
2014-04-18,5.0,0.0,44.7,267.5,0.0,0.0
2014-04-19,9.5,0.0,85.3,396.5,0.0,0.0
2014-04-20,5.0,0.0,45.0,265.1,0.0,0.0
2014-04-21,6.5,0.0,58.7,305.7,0.0,0.0
2014-04-22,10.2,0.0,92.3,408.4,0.0,0.0
2014-04-23,10.4,0.0,94.4,413.2,0.0,0.0
2014-04-24,10.0,0.0,91.0,398.9,0.0,0.0
2014-04-25,10.2,0.0,93.4,401.3,0.0,0.0
2014-04-26,10.0,0.0,91.8,394.1,0.0,0.0
2014-04-27,8.1,0.0,74.6,336.8,0.0,0.0
2014-04-28,8.1,0.1,74.8,334.4,0.1,1.0
2014-04-29,0.0,30.0,0.0,109.9,27.5,1.0
2014-04-30,4.1,0.0,38.1,222.1,0.0,0.0
2014-05-01,6.9,0.0,64.3,293.8,0.0,0.0
2014-05-02,9.5,0.0,88.8,363.0,0.0,0.0
2014-05-03,0.0,0.0,0.0,107.5,0.0,0.0
2014-05-04,5.7,0.0,53.1,255.6,0.0,0.0
2014-05-05,2.1,0.0,19.8,160.0,0.0,0.0
2014-05-06,5.9,0.0,55.3,255.6,0.0,0.0
2014-05-07,1.7,0.0,16.1,145.7,0.0,0.0
2014-05-08,0.6,2.3,5.7,117.0,2.3,1.0
2014-05-09,6.1,0.2,57.9,255.6,0.2,1.0
2014-05-10,6.1,0.0,58.1,255.6,0.0,0.0
2014-05-11,0.0,6.2,0.0,100.3,6.2,1.0
2014-05-12,0.0,5.0,0.0,97.9,5.0,1.0
2014-05-13,6.2,0.0,59.5,253.2,0.0,0.0
2014-05-14,2.3,31.6,22.1,155.2,27.6,1.0
2014-05-15,8.6,0.0,83.0,310.5,0.0,0.0
2014-05-16,8.6,5.2,83.2,308.1,5.2,1.0
2014-05-17,6.8,0.0,65.9,260.3,0.0,0.0
2014-05-18,7.7,1.2,74.8,281.8,1.2,1.0
2014-05-19,3.4,0.0,33.1,176.7,0.0,0.0
2014-05-20,0.2,17.9,2.0,97.9,17.5,1.0
2014-05-21,0.0,13.4,0.0,90.8,13.4,1.0
2014-05-22,1.7,0.0,16.7,131.4,0.0,0.0
2014-05-23,6.6,0.0,64.8,246.0,0.0,0.0
2014-05-24,9.4,0.0,92.4,310.5,0.0,0.0
2014-05-25,9.2,0.0,90.6,303.3,0.0,0.0
2014-05-26,4.0,0.0,39.5,181.5,0.0,0.0
2014-05-27,7.8,0.0,77.2,267.5,0.0,0.0
2014-05-28,8.8,0.0,87.2,289.0,0.0,0.0
2014-05-29,8.1,0.0,80.4,269.9,0.0,0.0
2014-05-30,0.0,10.8,0.0,86.0,10.8,1.0
2014-05-31,0.0,0.0,0.0,86.0,0.0,0.0
2014-06-01,9.0,0.0,89.7,286.6,0.0,0.0
2014-06-02,8.4,0.0,83.9,274.7,0.0,0.0
2014-06-03,9.4,0.0,94.1,296.2,0.0,0.0
2014-06-04,2.1,5.3,21.1,131.4,5.3,1.0
2014-06-05,5.8,0.0,58.2,212.6,0.0,0.0
2014-06-06,5.5,0.1,55.3,205.4,0.1,1.0
2014-06-07,0.4,1.2,4.0,93.1,1.2,1.0
2014-06-08,7.4,0.0,74.5,248.4,0.0,0.0
2014-06-09,8.9,0.0,89.7,279.4,0.0,0.0
2014-06-10,7.8,0.1,78.7,255.6,0.1,1.0
2014-06-11,0.0,11.8,0.0,81.2,11.8,1.0
2014-06-12,0.0,25.0,0.0,81.2,23.5,1.0
2014-06-13,4.7,0.0,47.6,183.9,0.0,0.0
2014-06-14,8.6,0.0,87.0,269.9,0.0,0.0
2014-06-15,4.4,1.5,44.6,176.7,1.5,1.0
2014-06-16,6.5,0.0,65.9,222.1,0.0,0.0
2014-06-17,4.2,0.0,42.6,172.0,0.0,0.0
2014-06-18,8.9,0.0,90.3,272.3,0.0,0.0
2014-06-19,8.8,0.0,89.2,269.9,0.0,0.0
2014-06-20,9.0,0.0,91.4,274.7,0.0,0.0
2014-06-21,3.2,0.0,32.5,148.1,0.0,0.0
2014-06-22,1.1,0.0,11.2,102.7,0.0,0.0
2014-06-23,0.0,0.0,0.0,78.8,0.0,0.0
2014-06-24,4.6,0.0,46.7,176.7,0.0,0.0
2014-06-25,3.1,0.0,31.4,145.7,0.0,0.0
2014-06-26,8.2,0.0,83.2,255.6,0.0,0.0
2014-06-27,8.5,0.0,86.2,262.7,0.0,0.0
2014-06-28,8.7,0.0,88.1,269.9,0.0,0.0
2014-06-29,6.8,0.0,68.8,229.3,0.0,0.0
2014-06-30,3.7,0.0,37.4,162.4,0.0,0.0
2014-07-01,1.1,0.3,11.1,105.1,0.3,1.0
2014-07-02,8.7,0.0,87.9,272.3,0.0,0.0
2014-07-03,9.1,0.0,91.9,281.8,0.0,0.0
2014-07-04,5.7,22.7,57.5,207.8,22.4,1.0
2014-07-05,0.0,15.8,0.0,81.2,15.6,1.0
2014-07-06,2.2,0.3,22.2,131.4,0.3,1.0
2014-07-07,9.3,0.0,93.7,289.0,0.0,0.0
2014-07-08,8.5,0.0,85.6,272.3,0.0,0.0
2014-07-09,7.9,0.0,79.4,258.0,0.0,0.0
2014-07-10,6.1,0.0,61.2,219.7,0.0,0.0
2014-07-11,7.5,0.0,75.1,250.8,0.0,0.0
2014-07-12,1.2,58.3,12.0,109.9,44.8,1.0
2014-07-13,7.4,0.0,73.9,250.8,0.0,0.0
2014-07-14,5.1,22.0,50.8,198.2,20.4,1.0
2014-07-15,0.0,9.7,0.0,83.6,9.7,1.0
2014-07-16,7.0,0.0,69.4,241.2,0.0,0.0
2014-07-17,2.8,0.0,27.8,148.1,0.0,0.0
2014-07-18,5.6,0.0,55.4,215.0,0.0,0.0
2014-07-19,9.5,0.0,93.9,305.7,0.0,0.0
2014-07-20,8.6,0.0,84.9,286.6,0.0,0.0
2014-07-21,7.6,19.3,74.9,265.1,19.1,1.0
2014-07-22,0.0,6.8,0.0,88.4,6.8,1.0
2014-07-23,1.3,0.0,12.8,119.4,0.0,0.0
2014-07-24,9.6,0.0,94.0,317.7,0.0,0.0
2014-07-25,9.1,0.0,89.0,308.1,0.0,0.0
2014-07-26,7.7,0.0,75.1,274.7,0.0,0.0
2014-07-27,8.9,0.0,86.6,305.7,0.0,0.0
2014-07-28,2.2,0.2,21.4,145.7,0.2,1.0
2014-07-29,2.7,2.0,26.1,160.0,2.0,1.0
2014-07-30,9.0,0.0,86.9,312.9,0.0,0.0
2014-07-31,2.2,0.0,21.2,148.1,0.0,0.0
2014-08-01,5.1,0.0,48.9,219.7,0.0,0.0
2014-08-02,5.3,0.8,50.7,226.9,0.8,1.0
2014-08-03,2.8,0.0,26.7,167.2,0.0,0.0
2014-08-04,9.9,0.0,94.3,343.9,0.0,0.0
2014-08-05,9.4,0.0,89.4,334.4,0.0,0.0
2014-08-06,0.7,1.3,6.6,117.0,1.3,1.0
2014-08-07,9.9,0.0,93.8,348.7,0.0,0.0
2014-08-08,10.0,0.0,94.4,353.5,0.0,0.0
2014-08-09,9.9,0.0,93.1,353.5,0.0,0.0
2014-08-10,1.2,0.0,11.3,133.8,0.0,0.0
2014-08-11,3.6,0.0,33.7,195.9,0.0,0.0
2014-08-12,10.0,0.0,93.3,363.0,0.0,0.0
2014-08-13,10.0,0.0,93.0,367.8,0.0,0.0
2014-08-14,9.4,0.0,87.2,353.5,0.0,0.0
2014-08-15,9.7,0.0,89.7,365.4,0.0,0.0
2014-08-16,8.3,0.0,76.6,329.6,0.0,0.0
2014-08-17,10.3,0.0,94.7,386.9,0.0,0.0
2014-08-18,10.2,0.0,93.5,386.9,0.0,0.0
2014-08-19,10.3,0.0,94.1,391.7,0.0,0.0
2014-08-20,10.1,0.0,92.0,389.3,0.0,0.0
2014-08-21,9.4,0.0,85.4,372.6,0.0,0.0
2014-08-22,9.8,0.0,88.8,386.9,0.0,0.0
2014-08-23,8.5,0.0,76.8,353.5,0.0,0.0
2014-08-24,0.0,3.2,0.0,117.0,3.2,1.0
2014-08-25,0.0,2.5,0.0,117.0,2.5,1.0
2014-08-26,1.2,0.0,10.8,152.9,0.0,0.0
2014-08-27,7.1,0.0,63.7,324.8,0.0,0.0
2014-08-28,9.8,0.0,87.6,403.6,0.0,0.0
2014-08-29,9.2,0.0,81.9,389.3,0.0,0.0
2014-08-30,6.1,3.5,54.2,300.9,3.5,1.0
2014-08-31,9.1,0.0,80.5,391.7,0.0,0.0
2014-09-01,5.4,5.4,47.6,284.2,5.4,1.0
2014-09-02,3.7,3.5,32.5,236.5,3.5,1.0
2014-09-03,0.0,0.0,0.0,126.6,0.0,0.0
2014-09-04,1.6,1.6,14.0,176.7,1.6,1.0
2014-09-05,0.4,17.5,3.5,143.3,17.4,1.0
2014-09-06,5.4,2.1,46.9,296.2,2.1,1.0
2014-09-07,9.2,0.0,79.7,413.2,0.0,0.0
2014-09-08,8.9,48.6,76.9,408.4,35.6,1.0
2014-09-09,0.0,7.2,0.0,133.8,7.2,1.0
2014-09-10,10.3,0.0,88.3,456.2,0.0,0.0
2014-09-11,10.3,0.0,88.0,458.6,0.0,0.0
2014-09-12,9.3,0.0,79.2,429.9,0.0,0.0
2014-09-13,3.1,41.7,26.3,236.5,31.6,1.0
2014-09-14,0.0,46.0,0.0,140.9,26.3,1.0
2014-09-15,10.6,0.0,89.5,480.1,0.0,0.0
2014-09-16,10.6,0.0,89.3,484.9,0.0,0.0
2014-09-17,10.8,0.0,90.7,494.4,0.0,0.0
2014-09-18,9.9,0.0,82.8,468.1,0.0,0.0
2014-09-19,10.3,0.0,86.0,482.5,0.0,0.0
2014-09-20,10.0,0.0,83.2,475.3,0.0,0.0
2014-09-21,8.7,0.0,72.2,437.1,0.0,0.0
2014-09-22,9.8,0.0,81.1,475.3,0.0,0.0
2014-09-23,2.0,2.6,16.5,217.3,2.6,1.0
2014-09-24,10.8,0.0,88.9,513.5,0.0,0.0
2014-09-25,5.3,15.7,43.5,332.0,15.6,1.0
2014-09-26,10.4,0.0,85.0,506.4,0.0,0.0
2014-09-27,10.9,0.0,88.8,525.5,0.0,0.0
2014-09-28,2.0,14.3,16.3,224.5,14.1,1.0
2014-09-29,8.6,0.0,69.7,453.8,0.0,0.0
2014-09-30,7.6,0.0,61.4,420.4,0.0,0.0
2014-10-01,3.5,0.0,28.2,281.8,0.0,0.0
2014-10-02,8.9,0.0,71.5,470.5,0.0,0.0
2014-10-03,0.0,1.1,0.0,162.4,1.1,1.0
2014-10-04,0.6,10.9,4.8,183.9,10.9,1.0
2014-10-05,0.0,46.3,0.0,164.8,34.3,1.0
2014-10-06,9.6,0.0,76.4,506.4,0.0,0.0
2014-10-07,11.4,0.0,90.5,570.8,0.0,0.0
2014-10-08,8.5,30.5,67.4,470.5,24.6,1.0
2014-10-09,0.4,6.0,3.2,183.9,6.0,1.0
2014-10-10,7.9,0.0,62.3,453.8,0.0,0.0
2014-10-11,11.3,0.0,88.7,578.0,0.0,0.0
2014-10-12,9.1,0.0,71.1,501.6,0.0,0.0
2014-10-13,4.4,0.0,34.2,334.4,0.0,0.0
2014-10-14,11.2,0.0,87.0,582.8,0.0,0.0
2014-10-15,8.2,3.1,63.5,475.3,3.1,1.0
2014-10-16,9.3,0.0,71.8,518.3,0.0,0.0
2014-10-17,8.9,0.0,68.6,506.4,0.0,0.0
2014-10-18,2.2,0.6,16.9,260.3,0.6,1.0
2014-10-19,10.5,0.0,80.5,568.5,0.0,0.0
2014-10-20,12.2,0.0,93.3,632.9,0.0,0.0
2014-10-21,12.3,0.0,93.8,640.1,0.0,0.0
2014-10-22,12.5,0.0,95.1,649.7,0.0,0.0
2014-10-23,12.4,0.0,94.2,647.3,0.0,0.0
2014-10-24,10.5,0.3,79.5,578.0,0.3,1.0
2014-10-25,11.7,0.0,88.4,625.8,0.0,0.0
2014-10-26,8.8,0.0,66.3,518.3,0.0,0.0
2014-10-27,11.2,0.0,84.1,611.4,0.0,0.0
2014-10-28,9.2,255.2,69.0,537.4,30.4,1.0
2014-10-29,0.0,27.0,0.0,191.1,18.1,1.0
2014-10-30,11.2,0.0,83.6,616.2,0.0,0.0
2014-10-31,5.0,1.5,37.2,382.2,1.5,1.0
2014-11-01,0.6,7.5,4.5,215.0,7.5,1.0
2014-11-02,0.0,58.4,0.0,193.5,30.9,1.0
2014-11-03,0.0,12.7,0.0,195.9,11.1,1.0
2014-11-04,13.0,0.0,95.9,697.4,0.0,0.0
2014-11-05,12.9,0.0,95.0,695.0,0.0,0.0
2014-11-06,12.8,0.0,94.0,692.7,0.0,0.0
2014-11-07,12.5,0.0,91.6,683.1,0.0,0.0
2014-11-08,12.9,0.0,94.3,702.2,0.0,0.0
2014-11-09,12.7,0.0,92.6,695.0,0.0,0.0
2014-11-10,2.0,4.7,14.6,279.4,4.7,1.0
2014-11-11,11.1,0.0,80.7,635.3,0.0,0.0
2014-11-12,10.2,0.0,74.0,601.9,0.0,0.0
2014-11-13,13.0,0.0,94.1,711.8,0.0,0.0
2014-11-14,12.9,0.0,93.1,709.4,0.0,0.0
2014-11-15,12.9,0.0,92.9,711.8,0.0,0.0
2014-11-16,12.9,0.0,92.7,711.8,0.0,0.0
2014-11-17,13.1,0.0,93.9,721.3,0.0,0.0
2014-11-18,12.8,0.0,91.4,709.4,0.0,0.0
2014-11-19,2.9,22.5,20.7,322.4,22.2,1.0
2014-11-20,3.0,0.0,21.5,334.9,0.0,0.0
2014-11-21,0.0,15.0,0.0,207.8,14.9,1.0
2014-11-22,10.5,0.1,74.6,625.8,0.1,1.0
2014-11-23,13.2,0.1,93.6,733.3,0.1,1.0
2014-11-24,0.0,14.0,0.0,210.2,14.0,1.0
2014-11-25,12.4,0.0,87.7,704.6,0.0,0.0
2014-11-26,7.1,0.0,50.1,494.4,0.0,0.0
2014-11-27,13.0,0.0,91.7,730.9,0.0,0.0
2014-11-28,11.4,0.0,80.3,668.8,0.0,0.0
2014-11-29,7.4,77.0,52.0,508.7,49.3,1.0
2014-11-30,0.0,9.0,0.0,215.0,9.0,1.0
2014-12-01,0.0,0.3,0.0,215.0,0.3,1.0
2014-12-02,0.2,0.2,1.4,222.1,0.2,1.0
2014-12-03,11.7,0.0,81.9,685.5,0.0,0.0
2014-12-04,13.2,0.0,92.3,745.2,0.0,0.0
2014-12-05,13.3,0.0,92.9,750.0,0.0,0.0
2014-12-06,13.0,0.0,90.7,738.0,0.0,0.0
2014-12-07,1.9,10.3,13.2,293.8,10.3,1.0
2014-12-08,0.0,0.0,0.0,217.3,0.0,0.0
2014-12-09,12.2,18.6,84.8,707.0,18.4,1.0
2014-12-10,6.3,0.0,43.8,470.5,0.0,0.0
2014-12-11,11.5,0.0,79.9,680.7,0.0,0.0
2014-12-12,8.9,0.0,61.8,575.6,0.0,0.0
2014-12-13,9.5,2.5,65.9,599.5,2.5,1.0
2014-12-14,13.0,0.0,90.1,742.8,0.0,0.0
2014-12-15,12.3,1.8,85.2,714.1,1.8,1.0
2014-12-16,2.1,0.0,14.5,303.3,0.0,0.0
2014-12-17,12.9,4.9,89.3,740.4,4.9,1.0
2014-12-18,13.0,0.0,90.0,745.2,0.0,0.0
2014-12-19,13.1,4.3,90.7,750.0,4.3,1.0
2014-12-20,1.2,5.3,8.3,267.5,5.3,1.0
2014-12-21,6.3,12.5,43.6,475.3,12.5,1.0
2014-12-22,12.0,0.0,83.0,707.0,0.0,0.0
2014-12-23,13.3,0.0,92.0,761.9,0.0,0.0
2014-12-24,13.1,0.0,90.6,752.4,0.0,0.0
2014-12-25,12.4,0.0,85.8,723.7,0.0,0.0
2014-12-26,4.4,9.6,30.4,398.9,9.6,1.0
2014-12-27,9.5,0.0,65.7,604.3,0.0,0.0
2014-12-28,12.3,0.0,85.2,716.5,0.0,0.0
2014-12-29,12.0,15.5,83.1,704.6,15.4,1.0
2014-12-30,11.3,0.0,78.3,675.9,0.0,0.0
2014-12-31,1.9,12.9,13.2,296.2,12.9,1.0
2015-01-01,3.4,0.0,23.6,355.9,0.0,0.0
2015-01-02,13.0,0.0,90.2,742.8,0.0,0.0
2015-01-03,11.4,0.0,79.2,678.3,0.0,0.0
2015-01-04,9.8,0.0,68.2,613.8,0.0,0.0
2015-01-05,13.0,14.3,90.5,742.8,14.1,1.0
2015-01-06,0.6,1.9,4.2,241.2,1.9,1.0
2015-01-07,7.6,0.0,53.0,523.1,0.0,0.0
2015-01-08,12.7,0.9,88.7,730.9,0.9,1.0
2015-01-09,9.1,13.5,63.6,585.2,13.3,1.0
2015-01-10,11.3,0.0,79.1,673.5,0.0,0.0
2015-01-11,8.9,0.0,62.4,575.6,0.0,0.0
2015-01-12,11.9,5.0,83.5,697.4,5.0,1.0
2015-01-13,0.0,29.3,0.0,215.0,25.9,1.0
2015-01-14,10.8,0.0,75.9,652.0,0.0,0.0
2015-01-15,12.3,0.0,87.5,715.9,0.0,0.0
2015-01-16,11.4,0.0,80.4,673.5,0.0,0.0
2015-01-17,4.4,0.0,31.1,389.3,0.0,0.0
2015-01-18,4.8,13.2,34.0,406.0,13.2,1.0
2015-01-19,0.0,10.02,0.0,212.6,10.0,1.0
2015-01-20,11.6,0.0,82.4,675.9,0.0,0.0
2015-01-21,12.6,0.0,89.7,716.5,0.0,0.0
2015-01-22,12.9,0.0,91.9,726.1,0.0,0.0
2015-01-23,11.3,0.0,80.7,661.6,0.0,0.0
2015-01-24,10.1,0.0,72.2,611.4,0.0,0.0
2015-01-25,12.2,0.4,87.4,695.0,0.4,1.0
2015-01-26,6.2,0.0,44.5,453.8,0.0,0.0
2015-01-27,7.8,31.5,56.1,518.3,28.7,1.0
2015-01-28,7.8,30.0,56.2,515.9,22.9,1.0
2015-01-29,12.6,0.0,90.9,707.0,0.0,0.0
2015-01-30,12.8,0.0,92.6,714.1,0.0,0.0
2015-01-31,10.4,0.0,75.5,616.2,0.0,0.0
2015-02-01,12.6,0.0,91.7,704.6,0.0,0.0
2015-02-02,11.7,0.0,85.3,666.4,0.0,0.0
2015-02-03,7.7,0.0,56.2,508.7,0.0,0.0
2015-02-04,7.7,6.6,56.4,506.4,6.6,1.0
2015-02-05,6.5,0.0,47.7,458.6,0.0,0.0
2015-02-06,11.9,0.0,87.5,668.8,0.0,0.0
2015-02-07,12.6,0.0,92.9,692.7,0.0,0.0
2015-02-08,9.9,3.5,73.1,585.2,3.5,1.0
2015-02-09,9.3,0.2,68.8,561.3,0.2,1.0
2015-02-10,4.5,0.0,33.4,372.6,0.0,0.0
